Day,DoWeek,hour,count,passed,period,data,ServiceID_0,ServiceID_1,ServiceID_3,ServiceID_4,ServiceID_5,ServiceID_6,ServiceID_7,ServiceID_8,ServiceID_9,ServiceID_10,ServiceID_11
2023-05-06,5,15,1,0,60.0,1468.0,0,0,1,0,0,0,0,0,0,0,0
2023-05-07,6,13,1,0,60.0,1468.0,0,0,1,0,0,0,0,0,0,0,0
2023-05-07,6,14,1,0,60.0,1468.0,0,0,1,0,0,0,0,0,0,0,0
2023-05-08,0,8,1,0,0.0,1164.0,0,0,0,1,0,0,0,0,0,0,0
2023-05-08,0,9,3,0,0.0,1164.0,0,0,0,1,0,0,0,0,0,0,0
2023-05-08,0,10,1,0,0.0,1164.0,0,0,0,1,0,0,0,0,0,0,0
2023-05-08,0,11,1,0,0.0,1164.0,0,0,0,1,0,0,0,0,0,0,0
2023-05-08,0,13,4,0,0.0,1164.0,0,0,0,1,0,0,0,0,0,0,0
2023-05-08,0,14,2,0,0.0,1164.0,0,0,0,1,0,0,0,0,0,0,0
2023-05-08,0,16,1,0,0.0,1164.0,0,0,0,1,0,0,0,0,0,0,0
2023-05-08,0,17,2,0,0.0,1164.0,0,0,0,1,0,0,0,0,0,0,0
2023-05-08,0,17,1,0,0.0,1164.0,0,0,0,1,0,0,0,0,0,0,0
2023-05-08,0,18,1,0,0.0,1164.0,0,0,0,1,0,0,0,0,0,0,0
2023-05-09,1,8,1,0,0.0,1164.0,0,0,0,1,0,0,0,0,0,0,0
2023-05-09,1,11,1,0,60.0,1468.0,0,0,1,0,0,0,0,0,0,0,0
2023-05-09,1,15,1,0,0.0,1164.0,0,0,0,1,0,0,0,0,0,0,0
2023-05-10,2,9,1,0,0.0,1164.0,0,0,0,1,0,0,0,0,0,0,0
2023-05-10,2,10,1,0,0.0,1164.0,0,0,0,1,0,0,0,0,0,0,0
2023-05-10,2,13,2,0,0.0,1164.0,0,0,0,1,0,0,0,0,0,0,0
2023-05-10,2,14,1,0,0.0,1164.0,0,0,0,1,0,0,0,0,0,0,0
2023-05-11,3,8,1,0,60.0,1468.0,0,0,1,0,0,0,0,0,0,0,0
2023-05-11,3,14,1,0,0.0,1164.0,0,0,0,1,0,0,0,0,0,0,0
2023-05-11,3,15,1,0,60.0,1468.0,0,0,1,0,0,0,0,0,0,0,0
2023-05-12,4,0,1,0,60.0,1468.0,0,0,1,0,0,0,0,0,0,0,0
2023-05-12,4,13,1,0,0.0,1164.0,0,0,0,1,0,0,0,0,0,0,0
2023-05-12,4,15,1,0,0.0,1164.0,0,0,0,1,0,0,0,0,0,0,0
2023-05-12,4,17,1,0,0.0,1164.0,0,0,0,1,0,0,0,0,0,0,0
2023-05-12,4,18,1,0,0.0,1164.0,0,0,0,1,0,0,0,0,0,0,0
2023-05-13,5,11,1,0,0.0,1164.0,0,0,0,1,0,0,0,0,0,0,0
2023-05-13,5,14,1,0,60.0,1468.0,0,0,1,0,0,0,0,0,0,0,0
2023-05-14,6,8,86,35,62.0,130.01162790697674,0,1,0,0,0,0,0,0,0,0,0
2023-05-14,6,9,188,0,62.0,0.0,0,1,0,0,0,0,0,0,0,0,0
2023-05-14,6,9,1,0,60.0,1468.0,0,0,1,0,0,0,0,0,0,0,0
2023-05-14,6,9,65,0,62.0,0.0,0,1,0,0,0,0,0,0,0,0,0
2023-05-14,6,10,298,0,62.0,0.0,0,1,0,0,0,0,0,0,0,0,0
2023-05-14,6,10,6343,6342,63.0,600.5683430553366,0,0,0,0,0,0,1,0,0,0,0
2023-05-14,6,11,49,0,62.0,0.0,0,1,0,0,0,0,0,0,0,0,0
2023-05-14,6,11,1002,1000,63.0,600.124750499002,0,0,0,0,0,0,1,0,0,0,0
2023-05-14,6,11,205,0,62.0,0.0,0,1,0,0,0,0,0,0,0,0,0
2023-05-14,6,12,159,0,62.0,0.0,0,1,0,0,0,0,0,0,0,0,0
2023-05-14,6,12,72,0,62.0,0.0,0,1,0,0,0,0,0,0,0,0,0
2023-05-14,6,13,219,0,62.0,0.0,0,1,0,0,0,0,0,0,0,0,0
2023-05-14,6,14,98,0,62.0,0.0,0,1,0,0,0,0,0,0,0,0,0
2023-05-14,6,14,154,0,62.0,0.0,0,1,0,0,0,0,0,0,0,0,0
2023-05-14,6,15,219,0,62.0,0.0,0,1,0,0,0,0,0,0,0,0,0
2023-05-14,6,15,27,0,62.0,0.0,0,1,0,0,0,0,0,0,0,0,0
2023-05-14,6,16,212,0,62.0,0.0,0,1,0,0,0,0,0,0,0,0,0
2023-05-14,6,17,64,0,62.0,0.0,0,1,0,0,0,0,0,0,0,0,0
2023-05-14,6,17,130,0,62.0,0.0,0,1,0,0,0,0,0,0,0,0,0
2023-05-14,6,18,144,0,62.0,0.0,0,1,0,0,0,0,0,0,0,0,0
2023-05-14,6,18,38,0,62.0,0.0,0,1,0,0,0,0,0,0,0,0,0
2023-05-14,6,19,178,0,62.0,0.0,0,1,0,0,0,0,0,0,0,0,0
2023-05-14,6,20,42,0,62.0,0.0,0,1,0,0,0,0,0,0,0,0,0
2023-05-14,6,20,97,0,62.0,0.0,0,1,0,0,0,0,0,0,0,0,0
2023-05-14,6,21,119,0,62.0,0.0,0,1,0,0,0,0,0,0,0,0,0
2023-05-14,6,21,1,0,60.0,1468.0,0,0,1,0,0,0,0,0,0,0,0
2023-05-14,6,22,23,0,62.0,0.0,0,1,0,0,0,0,0,0,0,0,0
2023-05-14,6,22,82,0,62.0,0.0,0,1,0,0,0,0,0,0,0,0,0
2023-05-14,6,23,102,0,62.0,0.0,0,1,0,0,0,0,0,0,0,0,0
2023-05-15,0,0,81,0,62.0,0.0,0,1,0,0,0,0,0,0,0,0,0
2023-05-15,0,1,69,0,62.0,0.0,0,1,0,0,0,0,0,0,0,0,0
2023-05-15,0,2,74,0,62.0,0.0,0,1,0,0,0,0,0,0,0,0,0
2023-05-15,0,3,66,0,62.0,0.0,0,1,0,0,0,0,0,0,0,0,0
2023-05-15,0,4,16,0,62.0,0.0,0,1,0,0,0,0,0,0,0,0,0
2023-05-15,0,4,5,0,62.0,0.0,0,1,0,0,0,0,0,0,0,0,0
2023-05-15,0,5,17,0,62.0,0.0,0,1,0,0,0,0,0,0,0,0,0
2023-05-15,0,6,10,0,62.0,0.0,0,1,0,0,0,0,0,0,0,0,0
2023-05-15,0,7,109,0,62.0,0.0,0,1,0,0,0,0,0,0,0,0,0
2023-05-15,0,7,32,0,62.0,0.0,0,1,0,0,0,0,0,0,0,0,0
2023-05-15,0,8,1,0,0.0,1164.0,0,0,0,1,0,0,0,0,0,0,0
2023-05-15,0,8,728,649,62.0,315.7554945054945,0,1,0,0,0,0,0,0,0,0,0
2023-05-15,0,10,3,0,0.0,1164.0,0,0,0,1,0,0,0,0,0,0,0
2023-05-15,0,11,1,0,60.0,1468.0,0,0,1,0,0,0,0,0,0,0,0
2023-05-15,0,11,7,6,63.0,2047.428571428572,1,0,0,0,0,0,0,0,0,0,0
2023-05-15,0,14,2,1,63.0,1242.0,1,0,0,0,0,0,0,0,0,0,0
2023-05-15,0,15,4,1,63.0,692.25,1,0,0,0,0,0,0,0,0,0,0
2023-05-15,0,15,1,0,63.0,554.0,1,0,0,0,0,0,0,0,0,0,0
2023-05-15,0,16,2,1,63.0,697.5,1,0,0,0,0,0,0,0,0,0,0
2023-05-15,0,17,1,0,0.0,1164.0,0,0,0,1,0,0,0,0,0,0,0
2023-05-15,0,17,6,4,63.0,1296.6666666666667,1,0,0,0,0,0,0,0,0,0,0
2023-05-16,1,8,1,0,0.0,1164.0,0,0,0,1,0,0,0,0,0,0,0
2023-05-16,1,9,1,0,0.0,1164.0,0,0,0,1,0,0,0,0,0,0,0
2023-05-16,1,11,1,0,0.0,1164.0,0,0,0,1,0,0,0,0,0,0,0
2023-05-16,1,15,1,0,60.0,1468.0,0,0,1,0,0,0,0,0,0,0,0
2023-05-16,1,16,1,0,0.0,1164.0,0,0,0,1,0,0,0,0,0,0,0
2023-05-16,1,21,3,2,62.0,233.66666666666663,0,0,0,0,0,0,0,1,0,0,0
2023-05-17,2,6,1,0,60.0,1468.0,0,0,1,0,0,0,0,0,0,0,0
2023-05-17,2,8,1,0,0.0,1164.0,0,0,0,1,0,0,0,0,0,0,0
2023-05-17,2,9,1,0,60.0,1468.0,0,0,1,0,0,0,0,0,0,0,0
2023-05-17,2,11,1,0,0.0,1164.0,0,0,0,1,0,0,0,0,0,0,0
2023-05-17,2,12,2,0,63.0,562.0,1,0,0,0,0,0,0,0,0,0,0
2023-05-17,2,13,1,0,0.0,1164.0,0,0,0,1,0,0,0,0,0,0,0
2023-05-17,2,13,2,0,0.0,1164.0,0,0,0,1,0,0,0,0,0,0,0
2023-05-17,2,15,1,0,0.0,1164.0,0,0,0,1,0,0,0,0,0,0,0
2023-05-17,2,17,1,0,0.0,1164.0,0,0,0,1,0,0,0,0,0,0,0
2023-05-17,2,22,1261,1238,62.98493259318001,613.9349722442506,0,0,0,0,0,0,1,0,0,0,0
2023-05-18,3,8,2,1,61.5,1118.5,0,0,0,0,0,0,0,0,1,0,0
2023-05-18,3,11,1,0,0.0,1164.0,0,0,0,1,0,0,0,0,0,0,0
2023-05-18,3,19,1,0,0.0,1164.0,0,0,0,1,0,0,0,0,0,0,0
2023-05-18,3,19,1,0,60.0,1468.0,0,0,1,0,0,0,0,0,0,0,0
2023-05-19,4,8,2,0,0.0,1164.0,0,0,0,1,0,0,0,0,0,0,0
2023-05-19,4,9,1,0,0.0,1164.0,0,0,0,1,0,0,0,0,0,0,0
2023-05-19,4,9,2,0,0.0,1164.0,0,0,0,1,0,0,0,0,0,0,0
2023-05-19,4,9,1,0,63.0,538.0,1,0,0,0,0,0,0,0,0,0,0
2023-05-19,4,10,1,0,0.0,1164.0,0,0,0,1,0,0,0,0,0,0,0
2023-05-19,4,10,1,0,63.0,538.0,1,0,0,0,0,0,0,0,0,0,0
2023-05-20,5,0,918,879,62.96296296296296,627.5588235294117,0,0,0,0,0,0,1,0,0,0,0
2023-05-20,5,9,1,0,60.0,1468.0,0,0,1,0,0,0,0,0,0,0,0
2023-05-20,5,15,1,0,0.0,1164.0,0,0,0,1,0,0,0,0,0,0,0
2023-05-20,5,20,1,0,60.0,1468.0,0,0,1,0,0,0,0,0,0,0,0
2023-05-22,0,7,1,0,60.0,1468.0,0,0,1,0,0,0,0,0,0,0,0
2023-05-22,0,10,2,0,0.0,1164.0,0,0,0,1,0,0,0,0,0,0,0
2023-05-22,0,15,1,0,0.0,1164.0,0,0,0,1,0,0,0,0,0,0,0
2023-05-22,0,17,1,0,60.0,1468.0,0,0,1,0,0,0,0,0,0,0,0
2023-05-23,1,8,1,0,0.0,1164.0,0,0,0,1,0,0,0,0,0,0,0
2023-05-23,1,9,1,0,0.0,1164.0,0,0,0,1,0,0,0,0,0,0,0
2023-05-23,1,14,1,0,0.0,1164.0,0,0,0,1,0,0,0,0,0,0,0
2023-05-23,1,15,1,0,0.0,1164.0,0,0,0,1,0,0,0,0,0,0,0
2023-05-23,1,16,1,0,0.0,1164.0,0,0,0,1,0,0,0,0,0,0,0
2023-05-23,1,16,1,0,60.0,1468.0,0,0,1,0,0,0,0,0,0,0,0
2023-05-24,2,14,2,0,0.0,1164.0,0,0,0,1,0,0,0,0,0,0,0
2023-05-24,2,15,1,0,0.0,1164.0,0,0,0,1,0,0,0,0,0,0,0
2023-05-24,2,17,1,0,60.0,1468.0,0,0,1,0,0,0,0,0,0,0,0
2023-05-25,3,11,1,0,0.0,1164.0,0,0,0,1,0,0,0,0,0,0,0
2023-05-25,3,16,1,0,0.0,1164.0,0,0,0,1,0,0,0,0,0,0,0
2023-05-25,3,18,1,0,0.0,1164.0,0,0,0,1,0,0,0,0,0,0,0
2023-05-26,4,3,1,0,60.0,1468.0,0,0,1,0,0,0,0,0,0,0,0
2023-05-27,5,0,1,0,60.0,1468.0,0,0,1,0,0,0,0,0,0,0,0
2023-05-27,5,2,903,719,63.0,590.811738648948,0,0,0,0,0,0,1,0,0,0,0
2023-05-27,5,3,712,584,63.0,591.685393258427,0,0,0,0,0,0,1,0,0,0,0
2023-05-27,5,9,1,0,60.0,1468.0,0,0,1,0,0,0,0,0,0,0,0
2023-05-28,6,16,2,0,60.0,1468.0,0,0,1,0,0,0,0,0,0,0,0
2023-05-28,6,17,1,0,60.0,1468.0,0,0,1,0,0,0,0,0,0,0,0
2023-05-29,0,8,1,0,0.0,1164.0,0,0,0,1,0,0,0,0,0,0,0
2023-05-29,0,10,2,1,63.0,1383.0,1,0,0,0,0,0,0,0,0,0,0
2023-05-29,0,16,8,7,63.0,1484.625,1,0,0,0,0,0,0,0,0,0,0
2023-05-29,0,22,1,0,60.0,1468.0,0,0,1,0,0,0,0,0,0,0,0
2023-05-30,1,11,1,0,0.0,1164.0,0,0,0,1,0,0,0,0,0,0,0
2023-05-30,1,14,1,0,0.0,1164.0,0,0,0,1,0,0,0,0,0,0,0
2023-05-30,1,18,1,0,0.0,1164.0,0,0,0,1,0,0,0,0,0,0,0
2023-05-31,2,7,1,0,60.0,1468.0,0,0,1,0,0,0,0,0,0,0,0
2023-05-31,2,9,1,0,0.0,1164.0,0,0,0,1,0,0,0,0,0,0,0
2023-05-31,2,13,1,0,0.0,1164.0,0,0,0,1,0,0,0,0,0,0,0
2023-06-01,3,16,2,0,0.0,1164.0,0,0,0,1,0,0,0,0,0,0,0
2023-06-01,3,18,11,4,62.0,127.0,0,0,0,0,0,0,0,1,0,0,0
2023-06-01,3,19,1,0,60.0,1468.0,0,0,1,0,0,0,0,0,0,0,0
2023-06-02,4,10,1,0,0.0,1164.0,0,0,0,1,0,0,0,0,0,0,0
2023-06-02,4,13,12,8,62.0,233.5833333333333,0,0,0,0,0,0,0,1,0,0,0
2023-06-02,4,19,1,0,0.0,1164.0,0,0,0,1,0,0,0,0,0,0,0
2023-06-02,4,20,1,0,60.0,1468.0,0,0,1,0,0,0,0,0,0,0,0
2023-06-03,5,9,1,0,0.0,1164.0,0,0,0,1,0,0,0,0,0,0,0
2023-06-04,6,22,1,0,60.0,1468.0,0,0,1,0,0,0,0,0,0,0,0
2023-06-05,0,18,2,0,0.0,1164.0,0,0,0,1,0,0,0,0,0,0,0
2023-06-06,1,8,1,0,0.0,1164.0,0,0,0,1,0,0,0,0,0,0,0
2023-06-06,1,11,1,0,0.0,1164.0,0,0,0,1,0,0,0,0,0,0,0
2023-06-07,2,3,1,0,60.0,1468.0,0,0,1,0,0,0,0,0,0,0,0
2023-06-07,2,18,1,0,60.0,1468.0,0,0,1,0,0,0,0,0,0,0,0
2023-06-07,2,18,5,2,62.0,127.2,0,0,0,0,0,0,0,1,0,0,0
2023-06-07,2,20,3,0,62.0,0.0,0,0,0,0,0,0,0,1,0,0,0
2023-06-08,3,8,1,0,0.0,1164.0,0,0,0,1,0,0,0,0,0,0,0
2023-06-08,3,18,1,0,60.0,1468.0,0,0,1,0,0,0,0,0,0,0,0
2023-06-08,3,21,1,0,60.0,1468.0,0,0,1,0,0,0,0,0,0,0,0
2023-06-09,4,14,1,0,60.0,1468.0,0,0,1,0,0,0,0,0,0,0,0
2023-06-09,4,22,1,0,60.0,1468.0,0,0,1,0,0,0,0,0,0,0,0
2023-06-10,5,10,1,0,60.0,1468.0,0,0,1,0,0,0,0,0,0,0,0
2023-06-10,5,17,1,0,60.0,1468.0,0,0,1,0,0,0,0,0,0,0,0
2023-06-12,0,12,1,0,60.0,1468.0,0,0,1,0,0,0,0,0,0,0,0
2023-06-12,0,21,2,0,62.0,0.0,0,0,0,0,0,0,0,1,0,0,0
2023-06-13,1,15,1,0,0.0,1164.0,0,0,0,1,0,0,0,0,0,0,0
2023-06-13,1,16,1,0,0.0,1164.0,0,0,0,1,0,0,0,0,0,0,0
2023-06-13,1,17,1,0,0.0,1164.0,0,0,0,1,0,0,0,0,0,0,0
2023-06-13,1,18,1,0,0.0,1164.0,0,0,0,1,0,0,0,0,0,0,0
2023-06-13,1,20,1,0,60.0,1468.0,0,0,1,0,0,0,0,0,0,0,0
2023-06-14,2,9,1,0,0.0,1164.0,0,0,0,1,0,0,0,0,0,0,0
2023-06-14,2,10,1,0,0.0,1164.0,0,0,0,1,0,0,0,0,0,0,0
2023-06-14,2,11,2,0,0.0,1164.0,0,0,0,1,0,0,0,0,0,0,0
2023-06-14,2,13,2,0,0.0,1164.0,0,0,0,1,0,0,0,0,0,0,0
2023-06-14,2,13,1,0,0.0,1164.0,0,0,0,1,0,0,0,0,0,0,0
2023-06-14,2,14,1,0,0.0,1164.0,0,0,0,1,0,0,0,0,0,0,0
2023-06-14,2,15,1,0,0.0,1164.0,0,0,0,1,0,0,0,0,0,0,0
2023-06-14,2,16,1,0,0.0,1164.0,0,0,0,1,0,0,0,0,0,0,0
2023-06-14,2,17,3,0,0.0,1164.0,0,0,0,1,0,0,0,0,0,0,0
2023-06-15,3,0,3,0,60.0,1468.0,0,0,1,0,0,0,0,0,0,0,0
2023-06-15,3,8,4,0,0.0,1164.0,0,0,0,1,0,0,0,0,0,0,0
2023-06-15,3,9,3,0,0.0,1164.0,0,0,0,1,0,0,0,0,0,0,0
2023-06-15,3,10,1,0,0.0,1164.0,0,0,0,1,0,0,0,0,0,0,0
2023-06-15,3,10,3,0,0.0,1164.0,0,0,0,1,0,0,0,0,0,0,0
2023-06-15,3,13,2,0,0.0,1164.0,0,0,0,1,0,0,0,0,0,0,0
2023-06-15,3,14,1,0,60.0,1468.0,0,0,1,0,0,0,0,0,0,0,0
2023-06-15,3,14,1,0,0.0,1164.0,0,0,0,1,0,0,0,0,0,0,0
2023-06-15,3,16,1,0,0.0,1164.0,0,0,0,1,0,0,0,0,0,0,0
2023-06-15,3,16,1,0,60.0,1468.0,0,0,1,0,0,0,0,0,0,0,0
2023-06-15,3,18,1,0,0.0,1164.0,0,0,0,1,0,0,0,0,0,0,0
2023-06-15,3,20,1,0,60.0,1468.0,0,0,1,0,0,0,0,0,0,0,0
2023-06-16,4,9,3,0,0.0,1164.0,0,0,0,1,0,0,0,0,0,0,0
2023-06-16,4,10,1,0,0.0,1164.0,0,0,0,1,0,0,0,0,0,0,0
2023-06-16,4,11,1,0,0.0,1164.0,0,0,0,1,0,0,0,0,0,0,0
2023-06-16,4,14,2,0,0.0,1164.0,0,0,0,1,0,0,0,0,0,0,0
2023-06-16,4,16,4,0,0.0,1164.0,0,0,0,1,0,0,0,0,0,0,0
2023-06-16,4,20,2,0,62.0,0.0,0,0,0,0,0,0,0,1,0,0,0
2023-06-17,5,17,1,0,60.0,1468.0,0,0,1,0,0,0,0,0,0,0,0
2023-06-18,6,14,1,0,60.0,1468.0,0,0,1,0,0,0,0,0,0,0,0
2023-06-19,0,10,1,0,60.0,1468.0,0,0,1,0,0,0,0,0,0,0,0
2023-06-21,2,21,1,0,62.0,0.0,0,0,0,0,0,0,0,1,0,0,0
2023-06-22,3,10,1,0,60.0,1468.0,0,0,1,0,0,0,0,0,0,0,0
2023-06-23,4,18,1,0,60.0,1468.0,0,0,1,0,0,0,0,0,0,0,0
2023-06-24,5,9,1,0,60.0,1468.0,0,0,1,0,0,0,0,0,0,0,0
2023-06-24,5,14,1,0,60.0,1468.0,0,0,1,0,0,0,0,0,0,0,0
2023-06-24,5,22,1,0,60.0,1468.0,0,0,1,0,0,0,0,0,0,0,0
2023-06-25,6,8,1,0,60.0,1468.0,0,0,1,0,0,0,0,0,0,0,0
2023-06-26,0,14,8,6,62.0,315.25,0,0,0,0,0,0,0,1,0,0,0
2023-06-28,2,13,8,7,0.0,326030.5,0,0,0,0,0,0,0,0,0,1,0
2023-06-28,2,19,1,0,60.0,1468.0,0,0,1,0,0,0,0,0,0,0,0
2023-06-28,2,21,2,1,62.0,191.5,0,0,0,0,0,0,0,1,0,0,0
2023-06-29,3,21,3,1,62.0,106.0,0,0,0,0,0,0,0,1,0,0,0
2023-06-30,4,21,1,0,60.0,1468.0,0,0,1,0,0,0,0,0,0,0,0
2023-07-01,5,4,1,0,60.0,1468.0,0,0,1,0,0,0,0,0,0,0,0
2023-07-01,5,12,1,0,60.0,1468.0,0,0,1,0,0,0,0,0,0,0,0
2023-07-01,5,18,1,0,60.0,1468.0,0,0,1,0,0,0,0,0,0,0,0
2023-07-02,6,1,900,620,63.0,586.33,0,0,0,0,0,0,1,0,0,0,0
2023-07-02,6,12,1,0,60.0,1468.0,0,0,1,0,0,0,0,0,0,0,0
2023-07-03,0,21,1,0,60.0,1468.0,0,0,1,0,0,0,0,0,0,0,0
2023-07-05,2,4,1,0,60.0,1468.0,0,0,1,0,0,0,0,0,0,0,0
2023-07-05,2,18,1,0,60.0,1468.0,0,0,1,0,0,0,0,0,0,0,0
2023-07-05,2,20,2,0,62.0,0.0,0,0,0,0,0,0,0,1,0,0,0
2023-07-06,3,8,1,0,60.0,1468.0,0,0,1,0,0,0,0,0,0,0,0
2023-07-06,3,21,2,1,62.0,368.0,0,0,0,0,0,0,0,1,0,0,0
2023-07-08,5,1,1,0,60.0,1468.0,0,0,1,0,0,0,0,0,0,0,0
2023-07-08,5,14,1,0,60.0,1468.0,0,0,1,0,0,0,0,0,0,0,0
2023-07-09,6,15,3498,3497,63.0,599.5886220697541,0,0,0,0,0,0,1,0,0,0,0
2023-07-10,0,16,1,0,62.0,0.0,0,0,0,0,0,0,0,1,0,0,0
2023-07-10,0,17,14,5,62.0,134.57142857142858,0,0,0,0,0,0,0,1,0,0,0
2023-07-10,0,17,6,1,62.0,53.0,0,0,0,0,0,0,0,1,0,0,0
2023-07-10,0,18,1,0,62.0,0.0,0,0,0,0,0,0,0,1,0,0,0
2023-07-11,1,17,5,2,62.0,1182.2,0,0,0,0,0,0,0,1,0,0,0
2023-07-11,1,18,7,0,62.0,0.0,0,0,0,0,0,0,0,1,0,0,0
2023-07-11,1,18,15,4,62.0,84.8,0,0,0,0,0,0,0,1,0,0,0
2023-07-11,1,19,4,1,62.0,79.5,0,0,0,0,0,0,0,1,0,0,0
2023-07-11,1,19,2,1,62.0,159.0,0,0,0,0,0,0,0,1,0,0,0
2023-07-11,1,20,8,3,62.0,119.25,0,0,0,0,0,0,0,1,0,0,0
2023-07-12,2,21,3,2,62.0,288.6666666666667,0,0,0,0,0,0,0,1,0,0,0
2023-07-13,3,20,1,0,60.0,1468.0,0,0,1,0,0,0,0,0,0,0,0
2023-07-13,3,22,1,0,60.0,1468.0,0,0,1,0,0,0,0,0,0,0,0
2023-07-13,3,22,2951,2924,62.99186716367333,605.3331074212132,0,0,0,0,0,0,1,0,0,0,0
2023-07-18,1,9,1,0,60.0,1468.0,0,0,1,0,0,0,0,0,0,0,0
2023-07-18,1,14,2,1,62.0,269.5,0,0,0,0,0,1,0,0,0,0,0
2023-07-18,1,18,1,0,60.0,1468.0,0,0,1,0,0,0,0,0,0,0,0
2023-07-18,1,20,1,0,60.0,1468.0,0,0,1,0,0,0,0,0,0,0,0
2023-07-18,1,22,3273,3261,62.997861289337,604.2823098075161,0,0,0,0,0,0,1,0,0,0,0
2023-07-22,5,17,1,0,60.0,1468.0,0,0,1,0,0,0,0,0,0,0,0
2023-07-22,5,20,1,0,60.0,1468.0,0,0,1,0,0,0,0,0,0,0,0
2023-07-22,5,22,1,0,60.0,1468.0,0,0,1,0,0,0,0,0,0,0,0
2023-07-22,5,22,2,0,60.0,1468.0,0,0,1,0,0,0,0,0,0,0,0
2023-07-23,6,5,1,0,60.0,1468.0,0,0,1,0,0,0,0,0,0,0,0
2023-07-24,0,4,2,0,60.0,1468.0,0,0,1,0,0,0,0,0,0,0,0
2023-07-24,0,5,1,0,60.0,1468.0,0,0,1,0,0,0,0,0,0,0,0
2023-07-24,0,15,1,0,60.0,1468.0,0,0,1,0,0,0,0,0,0,0,0
2023-07-24,0,19,1,0,60.0,1468.0,0,0,1,0,0,0,0,0,0,0,0
2023-07-25,1,1,1,0,60.0,1468.0,0,0,1,0,0,0,0,0,0,0,0
2023-07-25,1,12,1,0,60.0,1468.0,0,0,1,0,0,0,0,0,0,0,0
2023-07-25,1,22,1,0,60.0,1468.0,0,0,1,0,0,0,0,0,0,0,0
2023-07-27,3,15,1,0,60.0,1468.0,0,0,1,0,0,0,0,0,0,0,0
2023-07-27,3,16,1,0,60.0,1468.0,0,0,1,0,0,0,0,0,0,0,0
2023-07-27,3,21,2,1,62.0,159.0,0,0,0,0,0,0,0,1,0,0,0
2023-07-28,4,15,1,0,60.0,1468.0,0,0,1,0,0,0,0,0,0,0,0
2023-07-28,4,18,1,0,60.0,1468.0,0,0,1,0,0,0,0,0,0,0,0
2023-07-29,5,0,1821,1796,62.9890170236134,603.4486545853927,0,0,0,0,0,0,1,0,0,0,0
2023-07-29,5,8,1380,1379,63.0,599.9978260869565,0,0,0,0,0,0,1,0,0,0,0
2023-07-30,6,2,1,0,60.0,1468.0,0,0,1,0,0,0,0,0,0,0,0
2023-07-30,6,9,1,0,60.0,1468.0,0,0,1,0,0,0,0,0,0,0,0
2023-07-30,6,10,1,0,60.0,1468.0,0,0,1,0,0,0,0,0,0,0,0
2023-07-30,6,12,1,0,60.0,1468.0,0,0,1,0,0,0,0,0,0,0,0
2023-07-31,0,17,1,0,60.0,1468.0,0,0,1,0,0,0,0,0,0,0,0
2023-08-01,1,0,1,0,60.0,1468.0,0,0,1,0,0,0,0,0,0,0,0
2023-08-01,1,2,1,0,60.0,1468.0,0,0,1,0,0,0,0,0,0,0,0
2023-08-02,2,18,4,1,62.0,79.5,0,0,0,0,0,0,0,1,0,0,0
2023-08-02,2,18,6,4,62.0,212.0,0,0,0,0,0,0,0,1,0,0,0
2023-08-02,2,19,8,4,62.0,179.625,0,0,0,0,0,0,0,1,0,0,0
2023-08-02,2,20,1,0,62.0,0.0,0,0,0,0,0,0,0,1,0,0,0
2023-08-02,2,21,2,0,62.0,0.0,0,0,0,0,0,0,0,1,0,0,0
2023-08-03,3,16,1,0,60.0,1468.0,0,0,1,0,0,0,0,0,0,0,0
2023-08-04,4,8,1,0,60.0,1468.0,0,0,1,0,0,0,0,0,0,0,0
2023-08-04,4,16,2280,2278,63.0,603.944298245614,0,0,0,0,0,0,1,0,0,0,0
2022-01-22,5,16,1,0,60.0,1468.0,0,0,1,0,0,0,0,0,0,0,0
2022-01-27,3,17,6335,6327,63.0,599.1453827940015,0,0,0,0,0,0,1,0,0,0,0
2022-02-17,3,17,1,0,60.0,1468.0,0,0,1,0,0,0,0,0,0,0,0
2022-02-26,5,16,4725,4723,63.0,600.2899470899471,0,0,0,0,0,0,1,0,0,0,0
2022-02-26,5,17,4443,4442,63.0,600.3794733288319,0,0,0,0,0,0,1,0,0,0,0
2022-02-26,5,18,187,186,63.0,600.8609625668449,0,0,0,0,0,0,1,0,0,0,0
2022-03-07,0,16,1847,1844,63.0,604.5343800757986,0,0,0,0,0,0,1,0,0,0,0
2022-03-07,0,17,7230,7228,63.0,601.602489626556,0,0,0,0,0,0,1,0,0,0,0
2022-03-15,1,22,2084,2080,63.0,599.8301343570057,0,0,0,0,0,0,1,0,0,0,0
2022-03-16,2,1,499,498,63.0,599.1583166332665,0,0,0,0,0,0,1,0,0,0,0
2022-03-18,4,16,3830,3829,63.0,607.244908616188,0,0,0,0,0,0,1,0,0,0,0
2022-03-18,4,17,5876,5875,63.0,601.3931245745405,0,0,0,0,0,0,1,0,0,0,0
2022-03-30,2,16,3896,3894,63.0,604.5418377823408,0,0,0,0,0,0,1,0,0,0,0
2022-03-30,2,17,7,6,62.0,1958.142857142857,0,0,0,0,0,0,0,1,0,0,0
2022-04-12,1,17,6863,6862,63.0,601.5670989363252,0,0,0,0,0,0,1,0,0,0,0
2022-05-14,5,16,1,0,60.0,1468.0,0,0,1,0,0,0,0,0,0,0,0
2022-05-14,5,17,1,0,60.0,1468.0,0,0,1,0,0,0,0,0,0,0,0
